user;categoria
2121756996;83
6697390056;29
2290896441;35
7085722768;29
2200913421;62
6744508042;53
7594669230;24
4957243798;32
7853979695;27
6408325988;31
6759212660;22
6262382993;21
4273934913;73
2874591502;80
3158020330;80
2159089062;39
4883660554;39
4788651162;55
3006410081;58
8676752581;43
9906438196;29
4986258138;24
8943599755;43
7636565354;23
8443604462;23
3545971552;62
7293950615;47
7195989892;65
3929803633;51
2676750318;51
2235599151;60
4246269767;24
9460039024;27
4222885142;49
6431555261;49
7729139277;49
8235863264;49
3486147932;39
9686864365;46
6001663343;67
3609462224;44
4584559466;29
5709603024;27
8774518642;17
3172098804;44
4227256551;44
6216794898;44
9019434722;27
1150110742;94
3638002515;90
5116793591;29
2876754254;44
7077241595;28
4299233608;94
3442672327;67
7470122761;7
7694016217;27
2717823696;39
6639017832;39
6781635282;39
7113422878;39
9591635851;39
1744444631;68
4735361593;32
5598284211;32
9458503867;56
2002710627;51
8494196191;51
2024859914;60
1195990411;51
4691900030;51
5056506300;17
6164299088;32
9868404294;90
1572674441;56
5706815513;56
6838635343;22
2733552306;30
3199940007;68
3943732375;67
5547348717;90
6951755880;51
8666320118;68
7479363598;92
2290896441;35
3737147993;32
1595251464;51
9613558981;89
7899595091;83
1996983255;39
7865926428;27
3396161536;82
9718665201;97
4357772486;77
2575453356;56
4607500862;56
4341208871;94
5943976304;94
5903666212;67
2164744031;63
6038116132;63
9764713347;63
3406616518;51
7293950615;63
1737286198;27
1392397508;34
5066506051;34
7361519940;58
2630365681;44
1720240694;22
4004453001;68
7679136270;68
6741500321;22
7561485651;75
1709744488;67
9962426162;67
5899265345;68
7713112635;45
8498914452;45
6343616531;29
1609606961;27
1399561636;67
3288342476;67
5287260860;67
8972911185;67
9355209405;67
4350772356;27
6212670203;27
2810272845;67
3197403125;67
6885569016;67
1627564721;11
5855184755;46
1855775585;35
2222453837;35
8691107183;29
7523015493;39
8195372591;39
5918486192;11
9419242504;28
8198841151;111
1402593912;7
1709974644;56
5957123811;58
7018798431;22
5406803033;67
1549824744;5
5466092562;5
5803069912;5
8400156067;39
9087006021;39
2883195512;60
3030008221;60
3124512222;62
1708390702;67
7278111767;89
8678804292;67
6853195437;67
9355209405;67
3221117412;89
8579371892;89
7931238031;65
5368450923;67
9216401160;89
3997666903;89
5315218394;89
3107929813;89
4457408062;89
7778472526;89
1086991741;89
9067654821;89
7561101442;89
9416652008;89
9813864774;89
9335588193;89
8694724721;89
9322495686;89
9848130633;89
1376095666;89
3107929813;89
3821283534;89
7990363558;89
7375233404;89
9599896255;89
2934474700;89
7100636376;89
7393713260;89
6515563756;67
2407409515;67
5870367996;67
4032489587;51
3125770592;89
5489968184;67
9355209405;67
4505374102;67
1421814457;67
1145489443;67
2031759712;67
8646986910;67
1740221528;67
3584488352;67
9355209405;67
6780796824;67
7983858603;67
1657982083;63
4702001221;63
5986121174;63
7530525132;67
5656702623;67
6110500143;67
9030876412;63
5368450923;67
8107639794;67
5706809596;67
9269400812;67
6343616531;67
5368450923;67
4251996016;67
5959178650;67
6818689641;63
3208030421;67
1795553470;67
9243214744;67
2564864245;67
9042241102;63
1322911540;67
9523049397;89
3820145611;89
1913057135;67
7740938358;89
8492676042;67
5822411622;63
8436389666;67
9786643160;67
2313358861;67
6762661178;67
1419835283;67
3333774060;67
6001699404;51
9665081941;67
7905781165;89
3080657473;89
2899569060;89
6068024867;67
8123001507;89
7087435131;67
3908708486;45
6254124247;67
9355209405;67
9355209405;67
2752288493;67
7504463381;67
6481386910;67
3062096284;67
5626644582;67
5006012991;67
2776312486;3
1856873737;67
1894401751;67
2132266168;67
5664142151;67
6614800957;67
6815478811;67
9322379106;67
9355209405;67
1721486118;63
8881261822;67
3356204071;67
8940886818;67
5178400881;63
3351502157;67
9355209405;67
6254911056;89
6759833240;67
7455072851;89
9465284862;89
8206561551;89
8360376717;89
1080993835;67
7235208965;67
2310103987;67
9568982822;67
7312202815;67
8113958623;89
8808688982;67
9181631553;67
2438311120;67
5055450122;67
8038349777;67
9355209405;67
6815847021;67
1290895204;67
2642956012;67
5368450923;67
1036708401;67
5115555831;67
1448307592;67
8519161487;67
8739726080;67
7754943133;89
3597553526;67
6762661178;67
9355209405;51
8022251935;63
7044180455;89
4223336251;67
3564157294;67
8099826481;67
3847714088;67
5929568901;67
9355209405;67
5163774540;67
4093237556;67
9162350628;67
1650245061;67
7953724815;67
5356040032;67
8903515622;67
7075612624;67
3576156574;67
5147108052;67
7931727351;67
9355209405;67
6638295622;73
4501295641;68
1109630146;62
1554350768;48
3418441650;35
7837240575;22
9920892270;16
2860678486;83
8047835954;83
7699153495;28
6706295180;35
1919317810;51
8941309050;83
3476837328;68
3489092431;68
7350328802;20
6088072773;67
4908554263;4
1181651257;7
1145489443;44
7525430410;44
9698878922;44
6399331597;27
4295143268;80
6059756487;80
8920631320;80
3091154344;29
1061393142;70
3415479331;96
9755896807;94
6389358665;27
2327118955;11
5098909191;27
6964365421;67
2061989625;67
7821357350;89
8803974682;24
1239150842;29
8077916376;32
8846378028;35
1145489443;95
3970267743;67
5550157422;36
6079954951;35
1145489443;32
5706815513;32
9567229790;5
3273817945;67
8183581292;27
3584672982;27
6560838058;66
9006342886;66
8936353592;94
7373975395;111
4385137496;39
1487951721;5
4847636288;21
5092126358;57
6059643601;57
6916637108;30
9853796500;30
9189817541;11
2109463071;51
8026951224;62
8778520615;68
8694445961;28
3259872121;67
3881139792;29
8297100112;66
6997202310;83
2923057781;51
3589171027;21
3659208345;4
4142349975;4
4137353093;72
8753746700;90
6477831091;94
2957804807;44
2126316420;41
5678638572;74
9441065660;29
6692595661;29
3851733071;30
2809544137;97
4198063777;27
1657878391;88
2373453017;94
6838164251;32
4557976052;29
4702001221;29
4881158092;29
7329502336;29
9597005278;29
1304560074;27
6114918875;27
6130079962;27
2550742545;89
2713031097;29
7976038342;5
1009692785;51
1010656210;67
1484142124;67
1107263873;94
2523428867;92
9355209405;67
2452816390;71
9355209405;21
5274324960;51
4598581713;27
6538005571;83
7824282704;83
4491066735;51
5298313072;90
5368450923;45
4075203786;5
9891269581;32
8973567962;57
3053317464;104
2489356784;45
5188081006;45
5986121174;45
6694709731;27
8175140115;27
8302669461;27
3026208364;5
7477437486;5
2164744031;67
2201721751;67
2207352372;67
7964844911;67
9355209405;67
9764713347;67
1239554522;111
7613797917;27
9993563488;29
3851733071;30
1145489443;29
3053611643;29
1539560730;5
7239321175;96
1092440386;32
1145489443;32
1248163074;32
1483817676;32
1847669057;32
2207352372;32
2427872401;32
2611011092;32
2648734312;32
2798675016;32
3150019255;32
3275963343;32
3454257636;32
3655228201;32
3772726535;32
4351894698;32
4596855822;32
4599741432;32
4605271953;32
4690711042;32
4793141552;32
4803930404;32
4925307612;32
5056506300;32
5264257313;32
5368450923;32
5916018364;32
5986121174;32
6021040511;32
6038116132;32
6049236728;32
6052442433;32
6158018917;32
6754879611;32
6955532637;32
7040136891;32
7059786331;32
7326845925;32
7371903631;32
7879632552;32
7964844911;32
8681528101;32
8687215981;32
9039185306;32
9041248561;32
9168088351;32
9190573492;32
9295300382;32
9976066292;32
7493491892;68
9013127368;56
5757173355;51
7323804644;75
2103608897;39
4234020075;7
7020846584;51
4305427958;41
9385966657;22
4926447291;73
8097718681;108
6858159040;62
2896389678;9
5326885612;62
8371949436;39
5104356212;57
9091815473;57
5371172513;32
3256862514;27
2533582201;39
2122657303;27
1788228962;39
7452790832;27
1158066975;39
6419291202;39
3487118705;43
7949808880;11
1894973651;39
7403319703;30
4547196342;68
6842444456;32
5465152636;22
1214757681;35
5595774571;51
6110827103;51
3244540087;41
8175215943;39
9307952327;65
2833698333;51
2372725701;56
7362248097;63
4079837254;24
4430917981;24
5893783481;24
6789381351;24
6963002016;24
4146391388;77
5538581350;43
2765260508;32
2624589612;57
9521758671;35
2286384415;80
7031122847;5
4430917981;74
5787312007;68
8190307352;89
3925417510;27
5041227063;51
5833277701;51
3831067475;27
4366087646;90
9924061242;29
4948202698;62
4212757361;51
4408638922;27
4660534512;32
9055200373;91
1893788470;3
4059049058;3
4491835992;3
4918158098;29
2387665541;43
4145596096;43
1115984621;57
6402402971;89
6313569617;29
2689840021;80
6274188095;62
5657741970;90
3155839893;39
9487836674;29
3426349952;35
4548574426;58
5398048806;58
4350772356;27
8099568573;58
4124195902;67
9249941482;67
9913303900;29
9530519924;29
2686187172;89
1255754078;111
2107606586;83
3608158721;51
8462470398;67
8662661904;21
5687596251;51
1525303663;62
2785259446;39
9596381566;39
7333317226;11
1805982376;4
1145489443;32
7517232301;24
9312986161;39
5586383591;73
5578894664;32
8185538447;32
6762924691;80
5620514665;49
2988059792;24
3008748230;24
6896022581;27
8564493432;41
5541163196;41
1145489443;95
9597005278;95
9385022427;35
3921402992;27
6456095386;62
5856251558;55
3908662002;24
1484142124;45
8637581737;24
8745563197;67
6442504906;51
5598284211;27
4600692551;80
9540164400;96
9330699404;89
5865954723;24
6666725064;29
3799858563;24
2827032551;65
3917264781;89
2476686438;62
1021670041;29
1193480192;10
7258254005;51
9038546778;51
9976093261;16
1145489443;27
1341995956;27
1416427692;27
4491066735;27
4557976052;27
5624569888;27
5799190850;27
5846651942;27
5885088387;27
6726555375;27
8859192740;27
9148473894;27
5770586212;83
8317423902;83
4272114127;68
1999502052;94
1279420844;35
8134951654;29
3315049690;39
7656482828;65
4204296802;11
3043941821;90
6888510052;94
6509333101;51
6798505947;27
3950871821;32
9422362662;32
9139069546;47
5535836426;89
1944054375;35
6789938175;51
9131447211;73
3673491490;89
2161848611;9
8846200061;80
5185482762;28
4243286491;90
9557929813;70
9504216021;62
1104749130;27
4839225484;27
7157466081;27
8392253236;27
9549171750;34
8746691957;97
6497649661;27
8061996346;72
7633395535;30
6229155932;63
7815374366;39
1930746488;83
4432742461;94
5368450923;68
7081665908;94
2486219487;27
7410707341;27
9081275828;10
6918619267;35
6309928080;32
1822427841;44
9044832606;35
8695003638;24
3304219596;83
6933633437;29
5520787010;62
1656279103;27
9827106676;35
4917132027;45
4872324986;104
9126504541;22
4005244016;68
1929508483;44
1601326841;67
8380934825;18
8970696541;83
1661974755;89
6670826632;56
7975216970;5
3992289158;90
1425233722;31
3756650722;68
9537134273;94
2089935353;24
5237445552;24
4882515542;68
1827892225;7
2238985602;7
4430917981;73
6142175290;73
1019699543;43
4992872175;69
9648947452;62
3204421552;39
3733369246;32
2465563518;24
2944436841;68
5111892921;68
6107819817;43
2754170206;90
8980451412;35
5568024947;39
8848478563;56
9269400812;56
8908741676;29
7159016173;43
4215593861;38
4557976052;38
5681516588;39
3231302038;32
4784749271;27
8311947822;62
6167514591;29
6142175290;73
6665120748;24
3006681831;57
1323339317;94
3747943863;14
6523931742;80
5811439971;44
5100353711;67
9487465163;67
8749007984;62
5930814908;30
2468435778;44
6399111898;27
4044334351;73
7996326748;73
1951646782;5
2191080576;5
3152346414;5
7662811823;5
9656740052;5
6532375292;22
6470579428;32
2471481095;27
3358034411;32
5025002595;32
6202892071;32
5883340292;44
7140347584;44
7423129117;31
2140026697;94
1855775585;27
6318613335;39
6124138641;77
3750885721;21
7374184423;5
3730961718;75
4379269598;51
3848412434;14
4473375361;14
4319163036;90
1116766801;31
4912807236;30
1261471156;22
9560950534;56
8391153422;29
2179849883;111
8634440302;96
4069618883;24
8616299625;90
5370890545;39
6529773647;57
9827891412;57
3834525476;60
1515055914;90
5870949471;70
7810190131;16
9979641358;58
1268283913;62
6697390056;96
4483513381;27
5341962092;89
1800814997;62
4683071451;67
5113393684;27
5679883167;60
8492932207;70
2276374936;57
8457264968;68
3188859850;22
7460965692;94
6565463141;43
1058179282;51
3298958825;63
1004480832;51
3124373381;94
8704096121;94
2138210857;11
1347928293;38
2048880108;80
7916675042;28
2104707613;80
9716556422;57
3450236834;29
3859744642;29
1144024071;96
3328832972;96
8190077665;96
4840400432;5
9028860272;11
2845134626;35
2948616387;24
6536776091;17
3863224086;65
3287558482;96
9960517931;39
3850064997;68
3755001967;49
7880524622;27
9344191853;30
4065017835;29
8075045351;29
9538716390;80
5048926134;27
2525473360;32
5654685503;30
2688252544;83
7780684290;91
7864864723;91
8310397061;45
6561981082;51
1970843466;65
1637649478;35
7703280116;39
9695120115;39
5613461315;32
7267373982;47
3104395341;51
3137303500;67
1820269066;27
3263185737;27
9212448365;27
2290519336;51
9355209405;69
1579221211;57
6032938382;51
9553762642;49
9391994931;49
6088291072;51
2024122190;49
7499863376;89
1247669738;39
2962740043;39
4491066735;35
1872487781;62
4408284402;62
1979193274;83
2197918604;68
6621944141;68
4968177191;39
2257141795;98
6512715383;62
4977596883;76
1478423712;24
4716740857;83
5821270804;89
2370373876;5
5256314042;22
5833448742;16
2218997508;28
5154452784;22
8064873361;22
1553982583;43
4429355404;39
1276197653;62
1173124218;29
9355209405;67
4136190081;51
2124828301;27
2062918411;27
5389652371;83
8999441931;28
8627143181;108
4557976052;62
6112880101;33
6510915060;69
7771027086;29
1361840412;90
1908949073;32
3807149723;32
4755198648;30
9819230892;30
7487859871;51
7553665723;51
9212595605;51
6613546702;90
5892981651;51
7470247017;51
1708390702;17
3203934996;39
5972326101;39
6763978392;29
3016074798;27
2954580043;21
9132956633;47
2350270422;67
5516661002;67
6695162474;67
7750078594;67
8757268532;67
9178578640;67
7570365957;96
5813061643;39
1229908496;94
8219230428;58
1835881021;84
9355209405;84
5879508584;67
4099007848;27
7796363491;27
9918610305;27
8652721321;27
1826651661;27
3835666350;27
4089388927;27
8054651271;27
8867538962;27
8880956924;56
8042365452;34
2159094415;44
2446642560;44
4099416486;44
8311130144;44
9139292044;44
9341497250;44
1559663775;83
1855775585;83
3780757251;50
9999999067;50
3388780698;94
7181224272;24
2090495012;63
9882437962;63
6460029808;51
1872207365;27
8540306812;29
8275408992;56
1430648227;32
3667732244;32
4930585078;32
5874756581;32
2476049032;35
3429665791;39
4015570537;51
6642878931;44
4702001221;87
6609026103;29
7091395473;29
7948806096;61
2994340191;24
3794648455;24
1568104834;39
8450179206;24
8054651271;30
5207292031;63
5936903083;29
4824716201;62
9915408991;57
9951430211;57
1256855526;51
8654487732;22
6116093302;27
6406640098;32
9717390654;34
7082291744;32
6441160972;13
8933013092;62
6559642451;44
4688499891;45
9210232483;83
6239399156;67
6669553640;67
9260051584;67
6881334792;28
4337508663;46
9504098701;90
3318290445;51
5919611982;51
9953693860;51
3446582081;30
8795468853;30
5227007722;39
3503919751;39
2063346902;51
3951671745;11
1858336392;45
5412902842;27
4655393778;47
3197155203;24
7641122562;63
5114081062;32
6002988225;29
8386163992;25
7699153495;68
7300588078;57
3752891541;71
1855775585;22
3085929301;27
8211820113;27
6770710030;14
7423692835;22
7682179602;22
7896651067;51
5514281545;89
9847989345;80
5328232831;39
1145489443;32
9617493148;62
9962613927;89
7917755622;30
5827163951;90
9181677278;5
8531291206;39
8784338381;67
5443479661;80
5688639638;57
9303057502;60
2442351152;80
6327270044;67
4689155410;56
3802732012;39
5230881284;39
6859048801;39
7081805832;43
1579221211;57
8329534832;43
8423305324;11
3266833800;43
7380713311;94
3742682588;89
7176023957;62
2559900615;27
1955095670;83
9692234525;51
1691545498;7
3572143528;90
5800558042;90
3477551758;43
8862260341;43
4921564766;48
7068021131;48
7704616632;48
8681528101;48
9148473894;48
9355209405;48
9764713347;48
5322570605;43
8167904482;50
9355209405;50
4557976052;68
7018679134;68
9373876452;35
4169713560;90
7734128460;11
3555058846;27
9693159771;39
8549578427;89
5507727431;39
3937871225;29
4543456538;29
9974791677;29
2184370281;24
1538019800;32
6533495221;24
8883018683;83
7219801751;63
1219879861;32
2422426001;32
5709160231;32
6333932105;32
8165046414;32
9776396164;32
2061989625;47
5986121174;47
2241121693;94
1865116891;13
8514828281;99
4045825382;111
3831116638;41
9831877338;41
3578670766;51
8245040544;27
4793754465;70
6893958042;24
4868730035;14
7220728085;51
9457406033;51
1145489443;27
6347852991;27
9152342496;67
1582313814;39
4743464427;39
9014885442;51
7923151780;29
4202946541;68
1392567471;68
9529887230;68
3776178577;44
2329966376;58
6177111483;68
7151469575;29
8637017021;28
2737291600;62
3581577665;90
9094321633;51
8837876995;68
7198208881;39
2704311660;29
1646839062;24
6509754516;24
9694308421;27
4538432861;31
6933887793;31
7920113972;31
9955212182;31
9737876826;83
7951995121;77
1523081281;77
3316974745;28
6272832521;73
9047270052;18
1859878727;58
2436679537;27
1542831472;29
5115951185;58
5513112105;32
5740215155;11
2974303247;62
7133854820;30
6483266502;29
5536941181;90
5836754343;83
4486377283;57
7451197924;32
7505063472;29
4492059470;35
9332843821;8
3394481281;47
1026169432;4
1145489443;4
1344173281;4
1383719436;4
5371339698;4
5706815513;4
6999589486;34
5242321702;62
1145489443;35
7785871540;35
6334676757;39
8054138382;89
3851733071;30
3560207013;24
7565468422;5
7001155208;92
4076041987;89
8521497728;89
1719578971;29
1145489443;90
1855775585;90
4557976052;90
5519562460;90
7359896183;90
5989834685;51
7254660492;67
3322582436;89
6483942525;89
6518200605;89
1708390702;67
2201721751;67
5147108052;67
9355209405;67
5782910232;67
7631332614;35
1925352682;89
4166976135;89
3851733071;30
9005439685;51
7551166057;16
6114896182;27
2960096572;89
3519475105;68
1484142124;67
7392862432;27
1145489443;51
4748281832;51
9597005278;51
1117435893;68
3780757251;67
3257332366;32
1117721411;51
6810333791;91
6314861806;53
4966226551;83
8963873133;77
9215344001;65
3851733071;30
6731821923;5
1983561317;94
4128785148;65
5569374076;51
4772871481;22
9474166992;35
7326572838;96
9596882011;97
5793795794;51
7281365574;68
7579047845;90
4785052902;51
4557976052;66
1884065577;68
3432833131;68
6535063864;51
7363215305;58
2452185321;44
2693851422;44
3742822672;44
4557976052;44
5759972340;44
6770957961;44
8121893976;44
9148473894;44
9597005278;44
4681644702;24
3851733071;30
3764989944;51
1484142124;69
6194644495;35
1720981390;30
2594653912;30
5042393776;30
3542024912;83
3517139123;51
4390995081;51
9007852628;51
3576226041;69
4065162030;11
5327513691;11
9215407610;3
2033658386;51
5157538381;51
5889957534;35
3322814276;51
1750449327;94
6789158360;67
2245137052;62
5165893482;29
5981839452;29
5862419452;51
1484142124;67
9124088535;32
3648220233;51
6458562381;47
9745726382;83
5706815513;75
9306832061;75
1739172126;22
7760311220;47
5046698622;73
6015456193;83
5986121174;39
7620831528;76
6281096131;27
9267034064;27
6950973943;3
7837240575;22
7078893823;32
7972520042;11
8616001612;87
4917707155;89
6362151962;26
1359946971;29
8298381505;70
4209093013;29
1559106565;68
5349722295;26
9483385122;26
6313569617;31
2177880902;56
3841142292;89
9355209405;89
8543938083;32
5056506300;99
1304560074;35
6144496923;35
6289741647;35
9874644354;22
3420712892;68
5469099615;82
8080339488;65
1074226281;32
8220786551;51
5224015466;22
9699692298;68
8100375722;39
8821673490;47
6118788288;25
3578670766;57
4148235833;72
6039823640;83
3513562097;51
9497116342;32
5218944776;80
5081657431;89
8643101150;48
3434069226;28
8287351421;62
7148364591;57
8752284212;57
3780757251;45
5716438571;45
9515073348;27
